,text,category,toxicity_score,severe_toxicity_score,identity_attack_score,profanity_score,sexually_explicit_score,inflammatory_score,threat_score
3376,Catching up on as I was away . I hope Gemma now they are on the outside . Man was was like a little boy over that flight attendant challenge .,television,0.043375164,0.07491483,0.09216787,0.1084686,0.1586758,0.53085196,0.257334
3377,Honestly Laura needs to ask the right,television,0.03049926,0.020948814,0.049072266,0.025030807,0.03419035,0.14586434,0.08567698
3378,I can ’ t lie but this love island reunion is be dry they ’ t show the coco and summer beef what was the point of gassing the whole thing,television,0.1609341,0.11595686,0.12374349,0.08168458,0.06999572,0.8144139,0.53863573
3379,summer quit acting ghetto,television,0.19936113,0.091333926,0.2505853,0.1101187,0.055681102,0.8147743,0.15543625
3380,coco and it out for most desperate islander,television,0.1689685,0.06270016,0.07747754,0.108375505,0.15854707,0.35653326,0.12433914
3381,is now,television,0.016798683,0.010011073,0.014332142,0.021333043,0.035382215,0.08302053,0.042723417
3382,like should be turned to at this point 😒 please come and carry your people,television,0.14911842,0.25275928,0.18129633,0.1711663,0.19812272,0.28681144,0.62192315
3383,ITS MANGO TIME Mango by Mango The Road Keep on Going Renaissance Team,kpop,0.045091953,0.055472076,0.11586671,0.05395794,0.075440586,0.06573777,0.27029982
3384,It ' s Mango Time Mango By 1 . Day1 // 12072022,kpop,0.018464668,0.058597576,0.10130432,0.07151864,0.07043814,0.01609155,0.18429276
3385,Thank you for the giveaway 🥰🥰 ITS MANGO TIME Mango Mango By,kpop,0.04268845,0.027541736,0.08694511,0.036452014,0.04059232,0.014106484,0.07764954
3386,It was who said that 😂☺️ ITS MANGO TIME Mango Mango By,kpop,0.055333257,0.043757554,0.12143313,0.07967757,0.10749441,0.01949432,0.103652015
3387,🥭🥭🥭 ITS MANGO TIME Mango Mango By,kpop,0.070516795,0.06621515,0.14835387,0.09370444,0.08533455,0.016022487,0.13111143
3388,"Eh , IT ' S MANGO TIME Mango The Road Keep on Going Mango By",kpop,0.039598234,0.044485334,0.10988225,0.058852714,0.08315277,0.059346654,0.22683308
3389,💙💙💙💙 ITS MANGO TIME Mango by Mango The Road Keep on Going,kpop,0.019575324,0.050648626,0.12210234,0.05206184,0.08388047,0.015952382,0.2765527
3390,ITS MANGO TIME Mango by Mango The Road Keep on Going,kpop,0.046465382,0.06316223,0.13808976,0.06042497,0.089093596,0.07255407,0.3048837
3391,ITS MANGO TIME Mango By,kpop,0.045091953,0.107452236,0.22739711,0.12664253,0.11429587,0.036630586,0.21201155
3392,"LOTUS ( H1GHR Remix ) - , PARK , , BIG Naughty , - 1 , TRADE L , , JAY B IT ' S MANGO TIME Mango The Road Keep on Going Mango By",kpop,0.05852979,0.026705146,0.029235573,0.035988443,0.15697211,0.036979113,0.101582356
3393,💙💙💙 ITS MANGO TIME Mango by Mango The Road Keep on Going,kpop,0.017909339,0.05424824,0.12753554,0.055551123,0.08619914,0.027490843,0.28216928
3394,ITS MANGO TIME Mango By,kpop,0.045091953,0.107452236,0.22739711,0.12664253,0.11429587,0.036630586,0.21201155
3395,What a great summer bop ! New song ! Mango Mango By Mango by Super Junior,kpop,0.036679696,0.03775042,0.07878655,0.030091668,0.036208823,0.027784605,0.065099046
3396,Sweet just like a mango 🥭 ITS MANGO TIME Mango by Mango The Road Keep on Going,kpop,0.055333257,0.067447655,0.14483863,0.067615,0.09154,0.09282423,0.25935856
3397,Thank you 🥭 ITS MANGO TIME Mango Mango By,kpop,0.028439116,0.026965657,0.090918854,0.03733978,0.040307,0.019965554,0.06525428
3398,💙💙💙💙 ITS MANGO TIME Mango by Mango The Road Keep on Going,kpop,0.019575324,0.050648626,0.12210234,0.05206184,0.08388047,0.015952382,0.2765527
3399,It ' s a new day and I found out that there ' s Mango 🥭 challenge on ! Do we also have one on ? Hope it viral ! ITS MANGO TIME Mango Mango By,kpop,0.028267438,0.042382173,0.09211645,0.06569579,0.11177177,0.011173755,0.20074509
3400,ITS MANGO TIME Mango by Mango The Road Keep on Going 💙💙💙💙,kpop,0.01999182,0.05879195,0.12222348,0.054846097,0.08062079,0.01785996,0.27451804
3401,ITS MANGO TIME Its Challenge time MANGO MANGO BY,kpop,0.09118898,0.06642728,0.10828208,0.09975265,0.13013925,0.015489319,0.17547017
3402,ITS MANGO TIME Mango by Mango The Road Keep on Going,kpop,0.046465382,0.06316223,0.13808976,0.06042497,0.089093596,0.07255407,0.3048837
3403,💙💙💙 ITS MANGO TIME Mango by Mango The Road Keep on Going,kpop,0.017909339,0.05424824,0.12753554,0.055551123,0.08619914,0.027490843,0.28216928
3404,"5 . 52 AM IST , still 1 & ; 2 🥭💙 Mango By The Road Keep on Going",kpop,0.029469188,0.031941876,0.048222564,0.04527842,0.06172213,0.0074876808,0.17034307
3405,18 % IT ' S MANGO TIME Mango The Road Keep on Going Mango By,kpop,0.02792408,0.04609453,0.11028396,0.054271672,0.07955826,0.051850934,0.24091542
3406,ITS MANGO TIME Mango by Mango The Road Keep on Going,kpop,0.046465382,0.06316223,0.13808976,0.06042497,0.089093596,0.07255407,0.3048837
3407,Herald 💙💙💙 ITS MANGO TIME Mango by Mango The Road Keep on Going,kpop,0.016937515,0.070818104,0.14636093,0.07125263,0.09724332,0.019615885,0.3095733
3408,ITS MANGO TIME Mango by Mango The Road Keep on Going,kpop,0.046465382,0.06316223,0.13808976,0.06042497,0.089093596,0.07255407,0.3048837
3409,Almost 1M in less than 15H let ' s go !!!! 💙💙🥭🥺 ITS MANGO TIME Mango Mango By,kpop,0.022945397,0.10268308,0.20667353,0.086521976,0.0821175,0.044385646,0.24103658
3410,This ! ✨💙✨👑🥭 IT ' S MANGO TIME Mango by Mango The Road Keep on Going,kpop,0.010134743,0.06853914,0.13548595,0.07166093,0.09604418,0.020516967,0.2723317
3411,Herald 🥭🥭🥭 ITS MANGO TIME Mango by Mango The Road Keep on Going,kpop,0.059328925,0.07943343,0.15738823,0.07862342,0.10206898,0.03688561,0.32217914
3412,New day for streaming masterpiece ✨️ Mango By The Road Keep on Going,kpop,0.009718247,0.066143036,0.1283007,0.08771041,0.11589151,0.03208245,0.29875484
3413,Herald 🥭🥭🥭🥭 ITS MANGO TIME Mango by Mango The Road Keep on Going,kpop,0.0729142,0.08112561,0.16077866,0.08024731,0.10261324,0.022541186,0.32551858
3414,ITS MANGO TIME Mango Mango By 12 / 07 / 2022,kpop,0.0224908,0.17614588,0.3031288,0.15149955,0.12007997,0.028414715,0.25247008
3415,Herald 🥭🥭🥭💙 ITS MANGO TIME Mango by Mango The Road Keep on Going,kpop,0.045091953,0.080097124,0.15959364,0.07941506,0.10215155,0.016410347,0.32413965
3416,The ever ! ITS MANGO TIME Mango by Mango The Road Keep on Going,kpop,0.040628307,0.073380865,0.1499123,0.06689889,0.10220937,0.0672865,0.28649867
3417,Herald ITS MANGO TIME Mango by Mango The Road Keep on Going,kpop,0.05493369,0.08187399,0.15814081,0.08000429,0.10220851,0.070257284,0.3279417
3418,🥭🥭🥭 ITS MANGO TIME Mango by Mango The Road Keep on Going,kpop,0.06012806,0.06740374,0.14354908,0.06686869,0.09361403,0.042909633,0.30715662
3419,ELF the Great 👏🏻👏🏻 ITS MANGO TIME Mango by Mango The Road Keep on Going,kpop,0.02517722,0.065119244,0.13771321,0.060821652,0.087497026,0.046555437,0.30149126
3420,keep on rising ↗️↗️↗️ Mango Mango By,kpop,0.025520578,0.081157684,0.17917542,0.0883891,0.06697136,0.015756588,0.170993
3421,ELF fighting ITS MANGO TIME Mango by Mango The Road Keep on Going,kpop,0.15042676,0.05546484,0.12483504,0.057062764,0.08737008,0.08211662,0.30754995
3422,IT ' S MANGO TIME Mango By The Road Keep on Going,kpop,0.036508016,0.055095598,0.11304834,0.070250094,0.08890156,0.059558276,0.28490832
3423,💙💙💙💙 ITS MANGO TIME Mango by Mango The Road Keep on Going,kpop,0.019575324,0.050648626,0.12210234,0.05206184,0.08388047,0.015952382,0.2765527
3424,"The first day are essentially the Ktown4u . What about domestic ? The that people to buy from , why don ' t they count 🤔 Mango By",kpop,0.034962907,0.07084555,0.12782523,0.11459693,0.097567394,0.19410773,0.07834077
3425,ELF … fighting !!! 💙 ELF Mango Mango By,kpop,0.119228795,0.07891819,0.16303043,0.06552662,0.08786592,0.057798617,0.29735592
3426,giving us the . I ' be right there . 🤣 Mango By The Road Keep on Going,kpop,0.036508016,0.053503323,0.11206701,0.06420076,0.08055292,0.043025117,0.2748258
3427,ITS MANGO TIME Mango by Mango The Road Keep on Going 💙💙💙🥭🥭🥭,kpop,0.02655065,0.074400365,0.13967475,0.07115833,0.093446314,0.0041586906,0.29524952
3428,LEGIT WITH MANGO Mango By,kpop,0.07011723,0.10050191,0.19165759,0.13328497,0.14387737,0.015671501,0.20937355
3429,IT ' S MANGO TIME Mango The Road Keep on Going Mango By,kpop,0.028782474,0.05823718,0.119588204,0.065911025,0.08711614,0.034371287,0.2669186
3430,ITS MANGO TIME Mango by Mango The Road Keep on Going,kpop,0.046465382,0.06316223,0.13808976,0.06042497,0.089093596,0.07255407,0.3048837
3431,Hasta el no IT ' S MANGO TIME Mango The Road Keep on Going Mango By,kpop,0.00614332,0.049212985,0.121141806,0.05602552,0.07134314,0.052111223,0.2235812
3432,Thank you 🥭🥭 ITS MANGO TIME Mango Mango By 12 / 07 / 2022,kpop,0.014646785,0.061669156,0.15209435,0.067266665,0.055664923,0.013850224,0.109256335
3433,ITS MANGO TIME Mango Mango By,kpop,0.0495556,0.07405166,0.17062254,0.093897544,0.08361722,0.024770498,0.16150811
3434,💙💙💙 ITS MANGO TIME Mango by Mango The Road Keep on Going,kpop,0.017909339,0.05424824,0.12753554,0.055551123,0.08619914,0.027490843,0.28216928
3435,IT ' S MANGO TIME 🔗 Mango By,kpop,0.019158829,0.06645938,0.15403402,0.096413165,0.09348535,0.031939846,0.15602161
3436,Al 🤩 IT ' S MANGO TIME Mango The Road Keep on Going Mango By,kpop,0.019019997,0.047362737,0.10651083,0.0636571,0.072587684,0.099835314,0.23529966
3437,Streaming 𝟏𝟏𝐭𝐡 . 𝟏 [ : ) 🥭 🅼🅰🅽🅶🅾 🥭 Genie 🎧 Mango By,kpop,0.010134743,0.052138437,0.11509145,0.081604816,0.09023464,0.004465607,0.11504534
3438,IT ' S MANGO TIME Mango Mango By,kpop,0.037023053,0.05447717,0.13303885,0.07794122,0.07965686,0.017133093,0.13296527
3439,NEWS 💙💙💙💙💙 ITS MANGO TIME Mango by Mango The Road Keep on Going,kpop,0.019019997,0.049711227,0.12574166,0.052930202,0.084905826,0.009418753,0.2799083
3440,IT ' S MANGO TIME Mango The Road Keep on Going Mango By,kpop,0.028782474,0.05823718,0.119588204,0.065911025,0.08711614,0.034371287,0.2669186
3441,ITS MANGO TIME Mango by Mango The Road Keep on Going,kpop,0.046465382,0.06316223,0.13808976,0.06042497,0.089093596,0.07255407,0.3048837
3442,Streaming 𝟏𝟏𝐭𝐡 . 𝟏 [ : ) 🥭 🅼🅰🅽🅶🅾 🥭 Via 📽 Mango By,kpop,0.007496933,0.049903907,0.113223314,0.07824807,0.088273816,0.004873925,0.1125487
3443,ITS MANGO TIME Mango by Mango The Road Keep on Going,kpop,0.046465382,0.06316223,0.13808976,0.06042497,0.089093596,0.07255407,0.3048837
3444,ALBUM SUPER JUNIOR ALBUM - 1 19 - 2 ITS MANGO TIME 🥭 Mango Mango By,kpop,0.028782474,0.23537347,0.3623439,0.20705917,0.14123552,0.0051915436,0.29957178
3445,showing their support ITS MANGO TIME Mango Mango By,kpop,0.10634898,0.050093524,0.14322364,0.06675345,0.0741718,0.05768572,0.09955877
3446,ITS MANGO TIME Mango by Mango The Road Keep on Going,kpop,0.046465382,0.06316223,0.13808976,0.06042497,0.089093596,0.07255407,0.3048837
3447,"a delicious , in the company of the most beautiful and why not listening to Mango ITS MANGO TIME Mango by Mango The Road Keep on Going",kpop,0.053335425,0.10468168,0.17692646,0.07558014,0.10064133,0.022514228,0.3180859
3448,ITS MANGO TIME Mango by Mango The Road Keep on Going,kpop,0.046465382,0.06316223,0.13808976,0.06042497,0.089093596,0.07255407,0.3048837
3449,ITS MANGO TIME Mango by Mango The Road Keep on Going 🥭🥭🥭,kpop,0.092262976,0.07297992,0.13949104,0.070711136,0.094693735,0.029845903,0.29353368
3450,Me dan cringe IT ' S MANGO TIME Mango The Road Keep on Going Mango By,kpop,0.12953265,0.10997625,0.15269418,0.12881148,0.17243169,0.061502185,0.30709937
3451,🥭🥭🥭 ITS MANGO TIME Mango by Mango The Road Keep on Going,kpop,0.06012806,0.06740374,0.14354908,0.06686869,0.09361403,0.042909633,0.30715662
3452,🤣🤣 so Mango By,kpop,0.014577369,0.09048133,0.19132954,0.12693341,0.11161798,0.06400766,0.18195252
3453,"LOVE IT ! LOVE IT ! LOVE IT ! 💙 Sweet just like a mango , it so nice ITS MANGO TIME Mango By The Road Keep on Going",kpop,0.020269485,0.051392477,0.093482725,0.0708985,0.110955454,0.097052425,0.20158643
3454,I think I ’ just eat them whole 🤣💙 IT ' S MANGO TIME 🔗 Mango By,kpop,0.14059398,0.33318684,0.40304443,0.20668094,0.15921943,0.11407754,0.7609684
3455,IT ' S MANGO TIME Mango The Road Keep on Going Mango By,kpop,0.028782474,0.05823718,0.119588204,0.065911025,0.08711614,0.034371287,0.2669186
3456,kor 🥭🥭🥭🥭🥭 ITS MANGO TIME Mango by Mango The Road Keep on Going,kpop,0.14777246,0.057887945,0.13288754,0.058489814,0.08724786,0.01584727,0.2871091
3457,ITS MANGO TIME Mango by Mango The Road Keep on Going,kpop,0.046465382,0.06316223,0.13808976,0.06042497,0.089093596,0.07255407,0.3048837
3458,It ' s mango time . 💖✨😍 The Road Keep on Going Mango By Mango,kpop,0.012564304,0.059713773,0.12975529,0.08393966,0.0787448,0.009693854,0.25655416
3459,sendal 👡 a thread . . get well soon FuturePerfect1stWin STOP MISTREATMENT 1M500KAlwaysLoveBIBLE RESPECT jay park LinkEp12 Mango By,kpop,0.15276173,0.24350712,0.25891128,0.23534963,0.1374478,0.26474825,0.39233553
